"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M","S1903_C02_004M"
"0500000US29189","St. Louis County, Missouri","401718","3634","72.6","0.8","22.7","0.6","N","N","2.9","0.2","N","N","N","N","1.2","0.3","2.0","0.2","71.2","0.7","3.1","0.4","30.3","0.6","41.7","0.7","24.8","0.5","257478","5199","42.6","1.2","57.4","1.2","71.0","1.4","22.8","1.4","6.3","0.8","144240","4711","56.2","2.0","49.8","1.9","6.4","0.9","43.8","2.0","35.7","2.2","8.1","1.2","28.8","(X)","29.9","(X)","25.7","(X)","56309","1327","65500","2070","35757","2539","31844","72505","8132","-","**","25848","5098","42809","6636","38446","7836","65596","2125","29071","4788","60053","3152","71645","1702","42042","1800","73585","2345","69563","3116","76367","3007","91552","2116","34438","3267","49214","7256","34367","2157","29828","1803","27226","1504","66611","5193","40942","2937","36927","4039","52574","5833","(X)","(X)","(X)","(X)","(X)","(X)","26020"
"0500000US29510","St. Louis city, Missouri","139930","2646","49.7","1.0","45.1","1.0","N","N","2.9","0.4","N","N","N","N","N","N","2.8","0.4","47.9","1.0","6.1","0.9","38.8","1.0","36.1","1.0","19.0","0.6","65142","2960","42.1","2.3","57.9","2.3","54.5","2.4","38.1","2.1","7.4","1.3","74788","2875","51.4","2.1","42.8","2.0","8.6","1.4","48.6","2.1","38.4","2.1","10.2","1.5","30.5","(X)","33.4","(X)","26.4","(X)","31997","1137","49192","3110","21931","1723","41280","25653","8105","-","**","37771","34173","N","N","30944","7955","50045","2892","12188","4215","40218","3322","33077","2250","25547","2261","42698","3769","29557","4728","51110","3612","65906","4373","22326","2217","25167","6570","25101","1882","22654","3078","19131","3116","60636","15287","27670","2696","22933","2653","56926","18189","(X)","(X)","(X)","(X)","(X)","(X)","35404"
"0500000US30013","Cascade County, Montana","33471","1096","90.9","2.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","89.1","2.1","5.2","1.3","32.0","2.3","38.5","2.3","24.3","1.9","20740","1331","N","N","N","N","N","N","N","N","N","N","12731","1129","56.0","5.1","46.3","5.6","9.7","3.5","44.0","5.1","38.9","4.9","5.0","2.5","21.7","(X)","22.4","(X)","19.8","(X)","41732","4769","45561","7481","N","N","15387","N","N","-","**","N","N","21612","8235","N","N","46075","7266","35007","16083","40933","15860","55763","6745","36875","5645","58553","7175","50455","15850","64918","3595","66863","3620","20581","5622","50971","27057","24842","3347","24202","6112","18035","4254","36875","7361","25391","5252","22992","4056","51375","25209","(X)","(X)","(X)","(X)","(X)","(X)","6416"
"0500000US30029","Flathead County, Montana","37405","1821","97.4","0.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","95.7","1.2","3.2","1.9","27.7","2.0","45.0","2.5","24.1","1.6","25546","1898","N","N","N","N","N","N","N","N","N","N","11859","1618","49.3","6.1","43.1","6.5","6.2","3.9","50.7","6.1","37.2","6.6","13.5","5.7","32.1","(X)","30.5","(X)","35.2","(X)","46444","3848","46491","3925","-","**","33631","145935","89512","-","**","-","**","68263","26945","36585","11975","46759","3906","27803","12251","53408","6477","44532","8788","43019","5844","54820","3820","52379","8396","56835","4533","60690","6417","30498","14151","36563","35481","23558","5054","21022","4258","20907","4714","30250","42832","28477","9396","21804","6391","55576","30495","(X)","(X)","(X)","(X)","(X)","(X)","16153"
"0500000US30031","Gallatin County, Montana","36191","1078","97.0","1.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94.8","1.3","9.7","1.8","37.7","2.0","35.6","2.0","17.0","1.0","22333","1509","N","N","N","N","N","N","N","N","N","N","13858","1346","48.9","4.7","32.5","4.7","16.3","4.1","51.1","4.7","32.5","5.3","18.6","3.7","28.1","(X)","21.6","(X)","33.4","(X)","52274","4542","54365","5134","-","**","N","N","N","-","**","N","N","N","N","16180","13846","55706","4777","26066","9309","57395","5320","62160","6615","47969","5215","65213","5462","63513","6327","67054","9695","77094","6554","22377","13196","41092","4405","31839","3283","32035","5584","29384","4334","44140","17788","31698","4206","23800","4516","51081","10302","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US30063","Missoula County, Montana","46384","1131","93.5","1.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","92.0","1.7","12.3","2.1","34.3","2.3","36.3","2.3","17.1","1.5","26840","1476","N","N","N","N","N","N","N","N","N","N","19544","1709","49.2","5.0","35.0","4.8","14.2","3.6","50.8","5.0","36.7","4.8","14.2","4.1","23.8","(X)","26.1","(X)","19.3","(X)","45595","3762","46756","4027","-","**","N","22171","7157","77237","60758","-","**","22024","20273","35916","28132","46666","4088","24377","3164","50732","6548","62540","9589","39383","4628","66330","3083","66888","9786","66171","3473","70260","3335","40408","20004","46644","21426","26667","2386","23846","3866","20946","3936","31514","14081","31450","7717","25104","3550","42411","9461","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US30111","Yellowstone County, Montana","61003","1103","91.8","1.1","N","N","4.3","1.1","N","N","N","N","N","N","N","N","3.7","0.7","89.8","1.2","4.7","1.2","32.2","1.5","40.7","1.6","22.4","1.1","39586","2120","41.0","3.3","59.0","3.3","76.1","2.8","15.0","2.4","8.9","2.1","21417","2019","48.8","5.3","41.1","5.1","7.7","2.9","51.2","5.3","39.8","4.7","11.4","3.6","29.5","(X)","25.7","(X)","33.3","(X)","49482","2869","51679","2917","-","**","26937","N","N","-","**","29711","5427","40685","25843","37695","6298","51426","2954","35621","9121","54857","9482","60867","5044","33486","4364","63908","5109","66582","11926","62495","4987","71224","3304","30655","2814","53638","24167","29964","3240","26625","3642","22330","5690","45442","8856","35925","4697","31564","6691","44946","11307","(X)","(X)","(X)","(X)","(X)","(X)","7452"
"0500000US31055","Douglas County, Nebraska","206545","2759","81.6","0.8","11.3","0.6","N","N","2.5","0.2","N","N","3.1","0.5","N","N","7.0","0.5","78.0","0.8","5.6","0.6","39.3","0.7","36.3","0.8","18.8","0.5","126146","3129","49.1","1.6","50.9","1.6","69.5","1.5","22.7","1.5","7.9","0.9","80399","3099","54.0","2.1","45.3","2.1","8.7","1.3","46.0","2.1","37.2","2.1","8.8","1.4","20.9","(X)","20.2","(X)","20.6","(X)","51096","1049","55846","1538","25773","2827","25370","67640","13107","N","N","33720","11110","34044","15435","36792","7721","57070","1721","26007","2733","51945","1753","64852","3561","38188","3299","65877","1608","62356","4040","68276","3268","83154","2456","29886","3322","44439","5117","32807","1772","30777","1730","27171","1792","50266","7812","36568","3925","31909","2405","55693","10479","(X)","(X)","(X)","(X)","(X)","(X)","13944"
"0500000US31109","Lancaster County, Nebraska","115943","1905","91.3","0.7","2.9","0.5","N","N","2.7","0.3","N","N","N","N","N","N","4.3","0.6","88.3","0.7","9.3","1.0","36.4","1.1","36.2","1.1","18.0","0.8","70155","2630","46.0","2.3","54.0","2.3","79.2","1.9","15.6","1.7","5.3","1.3","45788","2535","50.9","2.9","42.2","2.7","8.7","1.7","49.1","2.9","35.0","3.3","14.0","2.7","19.8","(X)","17.6","(X)","21.9","(X)","50220","1787","52724","3085","32451","17550","N","42162","10490","-","**","31057","18972","27214","4465","35000","12624","53825","3559","23739","3666","51904","3146","64092","3946","42424","3367","66567","3291","61265","2445","70539","3194","77256","3158","29503","5065","35903","13353","30794","2291","24739","3088","21945","1978","44947","6172","34495","2621","28644","4647","50387","12076","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US31153","Sarpy County, Nebraska","61958","683","89.8","1.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86.2","1.1","4.5","1.0","42.9","1.7","37.2","1.8","15.4","0.8","45682","1447","53.7","2.4","46.3","2.4","77.8","2.6","13.6","2.1","8.6","2.1","16276","1413","51.8","4.6","44.5","4.5","7.3","2.7","48.2","4.6","36.5","4.7","11.8","4.2","18.1","(X)","19.4","(X)","13.1","(X)","66779","3847","68866","4184","47045","40311","12716","98750","45050","-","**","47975","20830","38849","23514","47027","18632","70414","3706","38472","4259","71462","4999","80261","5415","45859","4572","78256","4246","74287","4018","82080","6017","90644","3194","43523","8545","37192","4911","37029","3058","31678","3628","28970","3404","51900","22473","41519","4173","39216","2961","61724","13670","(X)","(X)","(X)","(X)","(X)","(X)","11751"
"0500000US32003","Clark County, Nevada","715837","6519","70.7","0.6","10.7","0.4","0.6","0.1","7.6","0.3","0.6","0.1","6.9","0.5","2.9","0.3","21.8","0.5","56.8","0.5","3.8","0.3","38.6","0.6","37.6","0.5","20.0","0.4","461687","7824","47.5","1.1","52.5","1.1","66.1","1.2","22.9","1.0","11.1","0.8","254150","7668","47.2","1.2","38.1","1.2","9.1","0.9","52.8","1.2","39.4","1.3","13.4","1.1","33.2","(X)","33.9","(X)","29.6","(X)","49546","874","51183","841","37520","3360","47807","60482","4924","36133","10089","43647","2205","47783","5429","41247","1311","54517","1876","28208","2576","51250","964","55041","2307","40301","1431","56223","1237","48816","1924","63150","1910","68655","2011","33769","2200","45532","3053","35135","1306","31291","1265","27265","1523","52147","4848","38804","1754","34196","1655","58139","2986","(X)","(X)","(X)","(X)","(X)","(X)","8918"
"0500000US32031","Washoe County, Nevada","163902","2607","85.9","1.2","2.6","0.5","1.4","0.3","4.3","0.5","N","N","3.8","0.9","1.6","0.4","15.2","0.9","75.2","1.2","5.1","0.8","33.1","1.1","40.6","1.1","21.2","0.7","102263","3075","45.8","2.0","54.2","2.0","71.4","2.1","20.8","1.7","7.7","1.5","61639","2659","46.5","2.6","36.1","2.3","10.4","1.7","53.5","2.6","41.3","2.7","12.2","2.0","25.8","(X)","26.5","(X)","23.4","(X)","49026","1865","50650","1957","17191","8909","26850","51763","4568","39369","13239","33562","11990","40257","20321","35712","4653","53043","2261","26695","7807","49029","4147","58124","3904","38638","2846","60168","2150","51364","2857","66698","3071","72504","3518","30938","5762","40650","8998","30847","2325","26503","2734","22471","2698","39812","4709","37146","6077","29750","4198","56087","9138","(X)","(X)","(X)","(X)","(X)","(X)","13060"
"0500000US33005","Cheshire County, New Hampshire","30301","1067","97.6","0.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","97.0","0.9","3.6","1.1","26.0","2.3","45.6","2.3","24.8","1.5","18807","1294","N","N","N","N","N","N","N","N","N","N","11494","1206","54.8","5.5","45.6","6.2","9.3","3.5","45.2","5.5","33.3","5.9","11.9","3.8","32.3","(X)","31.7","(X)","32.2","(X)","56238","3907","55756","3948","100734","16424","-","N","N","-","**","31425","714","N","N","61539","26020","55519","4064","25219","10737","60596","5791","67226","6189","39384","5267","68571","3897","68299","11531","68666","4446","80929","6931","51412","5776","44330","8399","30702","6322","26034","9843","21790","4079","57469","9854","35383","10122","28526","6289","52458","15197","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US33009","Grafton County, New Hampshire","36241","1353","95.1","1.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93.6","1.4","4.8","1.8","26.4","2.2","42.2","1.9","26.6","1.4","21769","1682","N","N","N","N","N","N","N","N","N","N","14472","1544","54.4","5.8","46.8","6.3","7.6","3.1","45.6","5.8","33.3","5.9","12.3","3.4","22.1","(X)","21.9","(X)","21.9","(X)","52430","3955","52196","3704","-","**","17024","75631","44651","-","**","-","**","N","N","N","N","52305","3795","12274","30989","59169","11404","64837","9553","38760","4402","73261","7691","69010","16793","74428","6248","84010","5201","35179","7288","45344","16360","32243","4282","33464","6464","32146","5295","50293","23644","30400","6363","27009","3425","58395","12620","(X)","(X)","(X)","(X)","(X)","(X)","6407"
"0500000US39041","Delaware County, Ohio","65046","1138","91.0","1.1","N","N","N","N","4.1","0.6","N","N","N","N","N","N","N","N","90.0","1.3","2.0","0.7","39.4","1.7","40.7","1.7","17.9","0.9","48911","1676","51.1","2.9","48.9","2.9","86.8","2.5","10.1","2.4","3.1","1.0","16135","1712","52.8","5.3","47.8","5.3","4.9","2.3","47.2","5.3","36.4","5.6","10.9","4.1","18.3","(X)","18.3","(X)","16.8","(X)","85470","4375","85997","4366","N","N","-","76991","12469","-","**","217987","120034","77432","68959","108961","64549","85815","4208","47813","12084","91430","5320","100253","6697","47710","6639","99335","4401","110098","6875","91268","3571","107644","5868","37468","18648","43858","12131","42423","7358","30941","10066","26772","10669","64375","13293","51244","3641","46561","10532","84014","46045","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US33011","Hillsborough County, New Hampshire","155260","2096","93.0","0.7","N","N","N","N","3.0","0.4","N","N","N","N","N","N","4.1","0.6","90.0","0.7","2.5","0.5","33.4","1.2","44.2","1.2","19.9","0.7","101853","3016","44.8","2.1","55.2","2.1","77.9","2.1","15.7","1.8","6.3","1.1","53407","2791","50.9","2.6","38.3","2.8","12.6","2.1","49.1","2.6","34.4","2.9","14.7","2.7","25.3","(X)","26.0","(X)","22.4","(X)","69089","3486","69251","3574","45297","35338","50303","100424","9925","-","**","48862","40519","N","N","45702","9689","70518","3134","39419","13763","73144","5646","86435","3913","40874","3854","85238","2962","86043","5203","84526","4480","97258","3149","37720","10548","43496","7459","44079","5141","38164","4925","27486","4532","74125","14471","55261","6604","42353","6692","72903","9791","(X)","(X)","(X)","(X)","(X)","(X)","50069"
"0500000US33013","Merrimack County, New Hampshire","57222","1097","96.9","0.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96.1","0.9","2.8","1.1","27.2","1.3","47.0","1.4","23.1","1.2","37179","1939","41.8","3.0","58.2","3.0","77.4","2.6","16.8","2.6","5.9","1.5","20043","1858","49.7","4.8","40.2","4.8","9.5","3.0","50.3","4.8","36.1","4.6","14.2","4.0","25.3","(X)","26.0","(X)","20.7","(X)","58742","5069","59565","4871","40504","6600","-","N","N","-","**","250,000+","***","47408","26894","87702","17863","59140","4906","22407","3737","60909","9515","74558","5966","42993","4064","77712","5407","71458","10051","79473","3744","85451","5714","35996","7622","46828","13113","34586","4494","27540","4433","25595","3805","42097","24220","41849","6668","34500","7269","64203","4305","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US39035","Cuyahoga County, Ohio","529284","4829","66.8","0.5","28.7","0.5","0.3","0.1","2.2","0.2","N","N","0.9","0.2","1.0","0.2","3.7","0.2","64.5","0.5","3.2","0.3","30.7","0.5","40.8","0.5","25.3","0.4","302841","5941","43.2","0.9","56.8","0.9","65.6","1.2","26.6","1.0","7.7","0.7","226443","5930","57.7","1.1","51.9","1.2","5.8","0.7","42.3","1.1","36.3","1.1","6.0","0.7","29.1","(X)","30.9","(X)","25.7","(X)","41880","710","51231","924","24811","1189","32880","69279","12747","N","N","24110","4102","32356","7494","27659","3097","52066","942","19668","3071","47455","2065","50779","1507","30238","904","57514","1743","52130","3209","61256","1714","76713","1575","26983","1313","34337","4207","26359","783","24709","1013","22744","1094","50095","5595","29878","1866","26633","1509","63283","10275","(X)","(X)","(X)","(X)","(X)","(X)","11019"
"0500000US39043","Erie County, Ohio","31739","1131","90.0","1.8","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.4","1.8","4.3","2.0","24.0","2.2","43.7","2.8","28.0","2.0","20375","1288","N","N","N","N","N","N","N","N","N","N","11364","1243","49.5","5.6","45.7","5.3","3.8","2.3","50.5","5.6","46.0","5.6","4.6","2.5","27.0","(X)","27.0","(X)","24.1","(X)","44694","5038","48513","5119","26430","1931","N","N","N","-","**","-","**","43190","40282","51522","9539","48125","5864","22483","9394","60586","12069","64676","14031","33258","3380","66133","4979","68886","12876","65535","4512","75265","4594","40994","11636","36640","8258","26756","2178","23375","4612","20880","4983","44913","7017","31086","3558","30089","6516","39326","2903","(X)","(X)","(X)","(X)","(X)","(X)","N"
"0500000US39045","Fairfield County, Ohio","54370","1428","92.0","1.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90.8","1.6","2.0","1.0","34.4","2.6","41.6","2.4","22.0","1.3","41538","1711","47.3","3.2","52.7","3.2","76.7","3.1","16.5","2.9","6.8","1.8","12832","1327","60.2","6.6","53.7","6.5","6.4","2.9","39.8","6.6","35.4","6.9","4.4","2.3","23.9","(X)","22.6","(X)","27.0","(X)","60615","5656","59511","6199","90486","8915","-","39263","2649","-","**","76023","10118","41514","13513","N","N","60090","6215","41397","28780","59674","12708","75811","6528","40983","4354","70781","5523","68900","9987","71910","5258","81264","2895","37804","5610","44688","17511","27379","3829","24948","4897","22576","4460","51154","28954","29359","10823","27514","6006","63046","11832","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US39049","Franklin County, Ohio","471438","4200","73.3","0.7","19.8","0.7","N","N","3.5","0.3","N","N","1.1","0.2","1.8","0.3","3.6","0.3","71.2","0.6","6.3","0.5","41.4","0.7","35.9","0.6","16.4","0.4","278092","4386","48.7","1.2","51.3","1.2","67.7","1.5","23.8","1.3","8.5","0.8","193346","4878","53.5","1.5","43.6","1.6","9.9","1.0","46.5","1.5","35.0","1.8","11.5","1.3","21.8","(X)","22.4","(X)","20.0","(X)","50074","1107","55506","1393","32391","1789","23197","69495","10119","94153","31457","37309","11909","27496","11757","32433","6853","56428","1400","22449","1715","51233","1497","61174","1671","37536","2330","62323","1498","57029","3578","65826","2345","80964","1554","27970","2275","43418","3285","34044","1231","31825","981","30269","1206","45808","6802","37275","3162","32227","1981","61461","5727","(X)","(X)","(X)","(X)","(X)","(X)","17417"
"0500000US39055","Geauga County, Ohio","34204","814","97.6","1.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96.5","1.5","1.0","0.6","23.1","2.0","48.7","2.1","27.1","2.0","25273","1401","N","N","N","N","N","N","N","N","N","N","8931","1440","56.0","6.7","46.5","7.3","9.4","5.5","44.0","6.7","39.2","6.9","4.8","2.9","30.3","(X)","29.0","(X)","33.1","(X)","67264","7514","68180","7447","N","N","-","N","N","-","**","-","**","N","N","53353","20073","69335","7452","21650","6303","63574","12917","79731","7510","45231","8660","80483","7592","72472","8981","84576","10777","96178","7787","31817","3995","42480","11987","30380","7947","25422","10375","21873","6216","56480","16962","31796","4885","30668","9323","85593","67973","(X)","(X)","(X)","(X)","(X)","(X)","**"
"0500000US39057","Greene County, Ohio","62465","1437","89.1","1.7","6.1","1.3","N","N","N","N","N","N","N","N","N","N","N","N","87.3","1.8","7.1","1.5","28.8","1.9","40.9","1.5","23.2","1.3","39967","1996","37.1","3.0","62.9","3.0","78.4","3.2","16.4","2.8","5.2","1.8","22498","1762","53.0","4.8","45.7","4.7","7.4","3.0","47.0","4.8","38.1","4.4","8.9","3.3","23.7","(X)","23.9","(X)","21.7","(X)","52544","2945","54705","4031","35621","15404","N","66073","18932","-","**","2,500-","***","47491","21917","N","N","54894","3937","22021","8104","55689","8010","69457","7303","40176","4641","70229","9947","73910","16254","69511","10981","87196","4452","34085","5914","41077","15330","29777","3189","24014","2482","23449","2169","27974","23155","38089","7268","35473","6906","45508","43546","(X)","(X)","(X)","(X)","(X)","(X)","N"
